done	part of speech	phonemes	romanisation	definition	keywords	tags	gloss
TRUE	determiner	ʎi	lli	all, every, complete set of	all, every		
TRUE	adverb	ʎiɸ.ɲy	llifnnu	approximately, practically speaking, as close as makes no difference	approximately, practically, circa		
TRUE	noun (inanimate)	ʎi.sø̃	llisó	word	word		
TRUE	verb (transitive)	ʎiw	lliu	combine, fuse, put together; mix, blend	combine, fuse, together, mix, blend		
TRUE	noun (inanimate)	ʎiw.cãwɾ	lliucáur	kitchen, lunchroom, cafeteria, restaurant, room or module for preparing and distributing food	kitchen, lunchroom, cafeteria, restaurant		
TRUE	adverb	ʎø̃	lló	already, now, (in negatives) no longer, indicates that there has been a change	already, now, no longer, no more, anymore		
TRUE	noun (inanimate)	ʎø̃.hiː	llóhii	a type of tall shrub grown in warm-hot climates, producing a bright and intensely flavoured berry/fruit; (name) Rhus	rhus	names, plants	
TRUE	adjective	ʎø̃.ma	llóma	cloying, overpowering, sickly, too strongly flavoured (chiefly umami, which Nomai put in treats); lovey-dovey	cloying, overpowering, sickly, strongly flavoured, umami, lovey-dovey		
TRUE	noun (inanimate)	ʎø.myɬ	llomuhl	bark, shell, armor	bark, shell, armor		
TRUE	verb (transitive)	ʎø̃.nø̃	llónó	press, flatten, compact; (information) sign, lock, make subject to authorisation	press, flatten, compact, sign, lock		
TRUE	verb (intransitive)	ʎø̃ː‍.‍hø̃	llóo‍‍hó	volunteer, step forward, suggest oneself, run (for a position)	volunteer, run		
TRUE	adverb	ʎøːɾ‍	lloor‍	inadvertently, without planning, by accident	inadvertently, without planning, unplanned, by accident, accident		
TRUE	noun (inanimate)	ʎyɾ	llur	scroll, text storage medium	scroll		
TRUE	verb (transitive)	ʎy.ɾaː	lluraa	surround, envelop, insulate; be worn as clothing by	surround, envelop, insulate, clothing		
TRUE	noun (animate)	ʎyːs	lluus	Nomai equivalent to fish: tadpole-like water-breathing animal that lived in ponds on their homeworld	fish, tadpole		
TRUE	adjective	ʎy.ʙø	lluvo	medium-aspect-ratio, average long/short	medium, average		
TRUE	verb (transitive)	ʎyɕ.ɾej	lluxrei	{agent} forgive {experiencer}, {agent} work with {experiencer} again	forgive		
TRUE	adjective	ʎə̃	llý	near, nearby, close, available	near, nearby, close, available		
TRUE	verb (transitive)	ʎə.bãː	llybáa	sympathise with, mirror, sync with, naturally mimic	sympathise with, mirror, sync with, mimic		
TRUE	noun (inanimate)	ʎə.bə.bej	llybybei	silicon (element)	silicon		
TRUE	verb (intransitive)	ʎə̃ɸ.wẽ	llýfwé	fall (off something or from a height)	fall		
TRUE	noun (inanimate)	ʎə̃ɬ.ɸẽː.tẽ	llýhlféeté	sub-tree of a given written Nomai spiral: chapter, section, paragraph	spiral, chapter, section, paragraph		
TRUE	verb (transitive)	ʎəɬ.nø	llyhlno	poke, pinch	poke, pinch		
TRUE	verb (transitive)	ʎəj.taː	llyitaa	{experiencer} be reflected by {agent}, bounce off from; (computer or other stateful system) crash, fail, abort	reflect, bounce, ricochet, crash, fail, abort		
TRUE	adverb	ʎə.ja	llyja	extremely, massively, incredibly (strong scalar intensifier)	extremely, massively, incredibly		
TRUE	verb (transitive)	ʎə.mə̃ɸ	llymýf	confirm, prove, vindicate	confirm, prove, vindicate		
TRUE	noun (inanimate)	ʎə.ɲciː	llyncii	corner, angle, edge between faces (internal or external)	corner, angle, edge		
TRUE	verb (transitive)	ʎə.ɲcyːɾ	llyncuur	disappoint, let down, betray	disappoint, let down, betray		
TRUE	noun (inanimate)	ʎəɾ	llyr	a type of hot-climate tree with fan-shaped leaves; (name) Mitis	mitis	names, plants	
TRUE	adjective	ʎə̃.tə̃	llýtý	medium-sized, (spatially) somewhat big	medium-sized		
TRUE	noun (animate)	ʎə.ʙy	llyvu	babysitter, nursery worker	babysitter, nursery worker		
TRUE	verb (transitive)	ʎə̃ː	llýy	help, assist, support, do part of work of	help, assist, support		
TRUE	noun (animate)	ʎə̃ː.sə	llýysy	pilot, helmsman	pilot, helmsman		
TRUE	noun (inanimate)	lø.bẽ.tə	lobéty	drought-resistant vegetation, plant from arid regions; (name) Secca	secca	names, plants	
TRUE	verb (transitive)	lø̃.bə	lóby	make jolly, merry, carefree, playful	jolly, merry, carefree, playful		
TRUE	verb (transitive)	lø̃.mø̃	lómó	plug, block, obstruct, shut (passage)	plug, block, obstruct, shut		
TRUE	verb (transitive)	løː.ɕ	loox	extend, unspool, straighten; play back, review, revisit	extend, unspool, straighten, play, play back, view, review, revisit		
TRUE	noun (inanimate)	lø̃.seɸ	lósef	east, region to east of	east		
TRUE	verb (intransitive)	løs.ɸe	losfe	sit (squatting or crosslegged, on flat surface)	sit, squat, crosslegged		
TRUE	adverb	lø̃.sə̃ː	lósýy	averagely, to the most typical extent possible	averagely, typically		
TRUE	adverb	lø.ɕe	loxe	recursively, self-amplifyingly, with a feedback loop involved; reflexively, to oneself (intensifies the anaphorics e.g. ja, dóo)	recursively, self-amplifyingly,  feedback loop, reflexively, to oneself		
TRUE	noun (animate)	ly.cew	luceu	(archaic) small agile carnivore with catlike traits, (modern) similar animals on other planets	carnivore, animal, cat, feline		
TRUE	verb (transitive)	ly.ɸy	lufu	be physically capable, not be prevented by body or environment, have the intuition to (do something) but not the conscious theory, have the muscle memory to (do something), "just get it"	can, able, ability		
TRUE	verb (transitive)	ly‍.‍ɾə̃	lu‍‍rý	boil, parboil, blanch, process with solvent or hot water (usually to remove poison from plant)	boil, parboil, blanch, cook	food	
TRUE	verb (intransitive)	lys	lus	(archaic) scout, spot; (modern) explore, be off board, be part of a shore party, take an expedition	explore, exploration, expedition		
TRUE	particle	lyː	luu	(unliving thing) such that (marks the start of a relative clause where the head is inanimate)	such that, such, that, which		
TRUE	verb (transitive)	lə̃j.ɸø̃	lýifó	wound, injure, harm, damage	wound, injure, harm, damage		
TRUE	adjective	lə̃.jøː	lýjoo	lush, busy, vibrant; detailed, high-frequency	lush, busy, vibrant, detailed, high-frequency		
TRUE	noun (inanimate)	lə̃.ʎøː	lýlloo	hoof-clove, digit, finger, toe	hoof-clove, digit, finger, toe		
TRUE	noun (inanimate)	lə.nə̃	lyný	monolith, stone monument	monolith, stone monument		
TRUE	verb (transitive)	lə.pø	lypo	introduce, add, bring in, put into effect (prototype: chemical into dish)	introduce, add, bring in		
TRUE	verb (intransitive)	lə.pəː	lypyy	bend, twist, flex, rotate differentially	bend, twist, flex		
TRUE	adjective	lə.wi	lywi	smooth, slick, locally flat, streamlined, aerodynamic	smooth, slick, streamlined, aerodynamic		
TRUE	noun (inanimate)	lə̃ɕ	lýx	deep root, central root, taproot (of plant); (name) Root	root	names, plants	
TRUE	adjective	lə̃ː.ɲeɬ	lýynnehl	medium-thickness, average flat/extruded	thick, thin, flat		
TRUE	adverb	ləː‍.‍s	lyy‍‍s	exactly, with high accuracy, in every detail	exactly, accurately, detail		
TRUE	numeral	ləːɕ.we	lyyxwe	one-sixth (6^-1)	one-sixth, sixth, 6^-1		
TRUE	noun (animate)	mãːɸ.ɾə̃ʎ	máafrýll	medic, physician, healer	medic, physician, healer		
TRUE	noun (inanimate)	maː.ɸə̃	maafý	ore, crude resource	ore, resource		
TRUE	noun (animate)	ma.da	mada	vessel (specifically the type where a Nomai clan lives)	vessel		
TRUE	verb (intransitive)	mãɸ.nø̃l	máfnól	(of information or its source) be false, be wrong	false, wrong		
TRUE	pronoun	maɬ	mahl	refers to the agent of the (innermost) clause it's in, or previous clause if none	untranslatable		
TRUE	noun (inanimate)	maj	mai	know, have measured or seen a record of (agent knows, prototype: scientist knows particle's momentum)	know, aware		
TRUE	noun (inanimate)	ma.li	mali	care, caution, precision, fully present thought	care, caution, precision		
TRUE	verb (transitive)	ma.nə̃ɸ	manýf	tear, rip, twist apart	tear, rip, twist 		
TRUE	verb (intransitive)	mãwɾ	máur	fade out, dim out, taper into a less intense vision or effect (what a receding traveller does in the mist)	fade, dim, taper		
TRUE	noun (inanimate)	mbãːɸ	mbáaf	slime, goo, mucus	slime, goo, mucus		
TRUE	verb (transitive)	mbajɾ	mbair	configure, calibrate, trim, create settings for	configure, calibrate, trim, setting, settings		
TRUE	noun (inanimate)	mbaw	mbau	unit of time equal to 0.61 human minutes or 36.7 human seconds	minute, second		
TRUE	noun (inanimate)	mba.ʙy	mbavu	breast, nape; tap, faucet, liquid dispenser	breast, nape, tap, faucet, dispenser		
TRUE	noun (inanimate)	mbeː	mbee	rock, stone (mass noun for the material)	rock, stone		
TRUE	noun (inanimate)	mbẽ.lyː	mbéluu	surroundings, environment, vicinity, setting (of fiction)	surroundings, environment, vicinity, setting		
TRUE	noun (animate)	mbi.jã	mbijá	colleague, collaborator	colleague, collaborator		
TRUE	noun (animate)	mbis	mbis	great-grandchild	great-grandchild, great grandchild, grandchild		
TRUE	noun (inanimate)	mbø̃ː	mbóo	side, flank, place next to something	side, flank, next, next to, beside		
TRUE	verb (transitive)	mby	mbu	use, apply (ability), engage in (act, method, or ethos), do (procedure); imitate (person); perform (entertainment); (computer) run, execute (program)	use, apply, do, engage, perform, run, execute		
TRUE	numeral	mbəj	mbyi	four	four		
TRUE	noun (animate)	mbə̃.si	mbýsi	experimenter, technician, lab worker, someone who tests theories in controlled practical trials	experimenter, technician, lab worker		
TRUE	numeral	mbəː	mbyy	four (connective form)	four		
TRUE	pronoun	mẽː	mée	he, she, it, another one, the person or animal contrasted with the one(s) in focus, 3S.OBV.AN, third-person obviative animate singular	he, him, she, her, it		
TRUE	verb (transitive)	meː.jaɸ	meejaf	praise, congratulate	praise, congratulate		
TRUE	adjective	mẽːl	méel	dull, rounded, blunt, without cutting edge	dull, rounded, blunt		
TRUE	pronoun	mẽːw	méeu	they, the two, the other ones, two people or animals contrasted with the one(s) in focus, 3D.OBV.AN, third-person obviative animate dual	they, them		
TRUE	noun (inanimate)	meʎ	mell	flower, reproductive part of many plant species	flower, blossom		
TRUE	verb (intransitive)	me.nwe	menwe	land (from flight); come down from the mountains; normalise, return to normal	land, come down, normalise		
TRUE	noun (inanimate)	me.nwe.cãwɾ	menwecáur	landing pad	landing pad		
TRUE	noun (animate)	mẽ‍.‍tẽ‍	mé‍‍té‍	granddaughter (son's daughter)	granddaughter	family	
TRUE	noun (inanimate)	mew.di	meudi	shelf, rack, display cabinet	shelf, rack, display, cabinet		
TRUE	noun (animate)	me.ʙaw	mevau	elder, old Nomai	elder, old		
TRUE	noun (inanimate)	mi	mi	the phoneme /m/ and the matching letter	/m/, m	letters	
TRUE	noun (inanimate)	mi.cø	mico	shade, shelter, refuge, unaffected region were some phenomenon cannot reach (originally wind, now usually communication signal or artificial gravity)	shade, shelter, refuge		
TRUE	verb (intransitive)	miɬ	mihl	(archaic) graze with interruptions, moving quicker than usual; (modern) hurry, rush, pull overtime (at a single task)	graze, hurry, rush, overtime		
TRUE	noun (inanimate)	miː	mii	plain, slope, single traversible chunk of steppe	plain, slope, steppe		
TRUE	verb (transitive)	mi.na	mina	{agent} aspire to, yearn for, dream of {experiencer}	aspire, yearn, dream		
TRUE	verb (transitive)	mi.ʙel	mivel	seek, search for, look for	seek, look, search, search for, look for		
TRUE	verb (transitive)	miɕ	mix	(archaic) turn (plant) around to make it grow symmetrically; distract, ruin focus of; (of conversations) derail, send on a tangent	distract, derail, confuse		derail
TRUE	noun (animate)	mjaː	mjaa	spouse, husband, wife	spouse, husband, wife		
TRUE	adjective	mjaɾ	mjar	special, meaningful, distinct	special, meaningful, distinct		
TRUE	interjection	mjas	mjas	yes, that's false (someone asked a closed question in the negative and I confirm the negative statement, denying the underlying positive)	yes, actually		
TRUE	noun (inanimate)	mjẽ.sej	mjései	planet	planet		autogenerated: nneisa
TRUE	adjective	mjy.beː.le	mjubeele	excellent, fantastic, awesome	excellent, fantastic, awesome		
TRUE	noun (inanimate)	mø	mo	fence, encircling wall; grille, mesh, bars, latticework	fence, wall, perimeter, grille, bars, mesh, lattice		
TRUE	noun (inanimate)	mø.də̃ɬ	modýhl	outer equator, equator facing away from planet's centre of mass	equator		
TRUE	adjective	mø.ɬe	mohle	grey, desaturated mid-bright colour	grey, gray	colour	
TRUE	verb (intransitive)	møl	mol	hear, {experiencer} be audible as perceived by {observer}	hear, audible		
TRUE	noun (inanimate)	møːɸ	moof	heart (organ)	heart		
TRUE	adjective	mø̃ːɸ	móof	big, large, (spatially) extensive, voluminous	big, large, extensive, volume, voluminous		
TRUE	verb (intransitive)	mø̃ː.ɸy.dɾa	móofudra	{agent} stretch/pressurise/unfold {experiencer}; {experiencer} swell, extend, expand, grow bigger	stretch, pressurise, unfold, swell, extend, expand, grow		
TRUE	verb (transitive)	mø̃ː.ʎy	móollu	send (person, package or vehicle), dispatch; undock from	send, dispatch, undock		
TRUE	noun (inanimate)	møː.pã.ʙi	moopávi	index, serial number, running sortable integer assigned to one of similar objects; ordinal number	number, index, serial, serial number, ordinal		
TRUE	verb (intransitive)	mø.pãɸ	mopáf	have an emergency, suffer a disaster, be in distress	emergency, disaster, distress		
TRUE	verb (transitive)	mø.ɾa	mora	pierce, pass through, penetrate	pierce, pass, through, penetrate		
TRUE	noun (inanimate)	mø̃.ɕe	móxe	band, belt, scarf, any tubular apparel	band, belt, scarf		
TRUE	particle	my	mu	marks yes/no question, placed at start of sentence or before the verb	untranslatable		
TRUE	verb (transitive)	my.ce	muce	set in order, tidy up, refine, separate and categorise internal parts of; (electricity) polarise, charge	order, tidy, refine, separate, categorise, polarise, charge		
TRUE	conjunction (clause)	my.di	mudi	A conj B = if A then B, A implies B	if, then, imply		
TRUE	noun (inanimate)	my.dø	mudo	knob, dial, slider, continuous input mechanism	knob, dial, slider, input		
TRUE	noun (inanimate)	myɬ	muhl	storage, warehouse	storage, warehouse		
TRUE	noun (inanimate)	myj	mui	husk, crust (dry tough outer layer of something like a seed); casing (of a machine); nacelle, outcrop (on a spaceship)	husk, crust, casing, nacelle, outcrop		
TRUE	noun (inanimate)	myj.wa.biː	Muiwabii	(place name) Brittle Hollow (literally "spherical husk" or "inward-pulling crust")	Brittle Hollow	placenames	
TRUE	noun (inanimate)	my.le	mule	haunch, thigh, lower limb from hip to knee; lap, arms (front of the body as a place to store items)	haunch, thigh, leg, hip, knee, lap, arms		
TRUE	verb (transitive)	myʎ	mull	cover, surround, wrap self onto; hug	cover, surround, wrap, hug		
TRUE	adjective	mys	mus	ripe, mature, ready	ripe, mature, ready		
TRUE	noun (inanimate)	my.sə̃ː.paɬ	musýypahl	food made by shredding and mixing cold ingredients with oil or syrup, analogous to salad; (archaic) bowl of sample leaves brought back from scouting to show the herd a plant has matured	salad, sampler, bowl		
TRUE	noun (inanimate)	myː	muu	mask, helmet, any equipment worn over the whole face	mask, helmet		
TRUE	noun (inanimate)	myː.je	muuje	whole, entirety, bulk	whole, entirety, bulk		
TRUE	verb (transitive)	myː.ɕ	muux	{experiencer} be full of {agent}, {agent} fill/pervade/occupy {experiencer}	full, fill, pervade, occupy		
TRUE	adjective	mə̃.jy	mýju	medium-roughness, average smooth/rough	smooth, rough		
TRUE	verb (transitive)	məl	myl	cause, induce, make happen	cause, induce, make		
TRUE	noun (inanimate)	məʎ	myll	south, southern polar region	south		
TRUE	adjective	mə̃.mə	mýmy	hard, rigid, inflexible, crystal-like, low flexibility	hard, rigid, inflexible, crystal-like		
